"범죄별","처분결과별","항목","단위","2006 년","2007 년","2008 년","2009 년","2010 년","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년",
"조수보호 및 수렵에 관한법률","기소유예","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"조수보호 및 수렵에 관한법률","혐의없음","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"조수보호 및 수렵에 관한법률","죄가안됨","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"조수보호 및 수렵에 관한법률","공소권없음","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"조수보호 및 수렵에 관한법률","기소중지","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"조수보호 및 수렵에 관한법률","참고인중지","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"조수보호 및 수렵에 관한법률","공소보류","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"주민등록법","합계","소녀범죄자 처분결과","명","25","53","87","141","182","228","426","519","432","385","475","423","541","573",
"주민등록법","기소","소녀범죄자 처분결과","명","3","6","11","3","9","6","7","7","2","9","10","13","15","15",
"주민등록법","구공판_구속","소녀범죄자 처분결과","명","-","-","1","-","-","1","-","-","-","-","-","","-","-",
"주민등록법","구공판_불구속","소녀범죄자 처분결과","명","1","-","-","-","-","-","1","-","-","1","2","2","-","1",
"주민등록법","구약식","소녀범죄자 처분결과","명","2","6","10","3","9","5","6","7","2","8","8","11","15","14",
"주민등록법","소년보호송치","소녀범죄자 처분결과","명","2","3","7","12","25","45","68","89","92","87","139","99","121","157",
"주민등록법","가정보호송치","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"주민등록법","성매매보호송치","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"주민등록법","아동보호송치","소녀범죄자 처분결과","명","","","","","","","","","","","-","","-","-",
"주민등록법","불기소","소녀범죄자 처분결과","명","15","41","61","120","144","172","341","416","336","287","318","310","405","400",
"주민등록법","기소유예","소녀범죄자 처분결과","명","13","38","58","115","142","164","324","400","322","266","304","290","379","376",
"주민등록법","혐의없음","소녀범죄자 처분결과","명","1","3","2","3","2","4","14","13","12","18","12","17","18","17",
"주민등록법","죄가안됨","소녀범죄자 처분결과","명","-","-","-","1","-","-","-","-","-","-","-","","-","-",
"주민등록법","공소권없음","소녀범죄자 처분결과","명","1","-","1","1","-","4","3","3","2","3","2","3","8","7",
"주민등록법","기소중지","소녀범죄자 처분결과","명","5","3","8","6","4","5","8","7","2","2","8","1","-","1",
"주민등록법","참고인중지","소녀범죄자 처분결과","명","-","-","-","-","-","-","2","-","-","-","-","","-","-",
"주민등록법","공소보류","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"주차장법","합계","소녀범죄자 처분결과","명","1","-","-","-","-","-","-","-","","","","","","",
"주차장법","기소","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"주차장법","구공판_구속","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"주차장법","구공판_불구속","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"주차장법","구약식","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"주차장법","소년보호송치","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"주차장법","가정보호송치","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"주차장법","성매매보호송치","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"주차장법","불기소","소녀범죄자 처분결과","명","1","-","-","-","-","-","-","-","","","","","","",
"주차장법","기소유예","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"주차장법","혐의없음","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"주차장법","죄가안됨","소녀범죄자 처분결과","명","1","-","-","-","-","-","-","-","","","","","","",
"주차장법","공소권없음","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"주차장법","기소중지","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"주차장법","참고인중지","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"주차장법","공소보류","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"지방세법","합계","소녀범죄자 처분결과","명","-","-","-","1","-","-","-","-","","","","","","",
"지방세법","기소","소녀범죄자 처분결과","명","-","-","-","1","-","-","-","-","","","","","","",
"지방세법","구공판_구속","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"지방세법","구공판_불구속","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"지방세법","구약식","소녀범죄자 처분결과","명","-","-","-","1","-","-","-","-","","","","","","",
"지방세법","소년보호송치","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"지방세법","가정보호송치","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"지방세법","성매매보호송치","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"지방세법","불기소","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"지방세법","기소유예","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"지방세법","혐의없음","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"지방세법","죄가안됨","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"지방세법","공소권없음","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"지방세법","기소중지","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"지방세법","참고인중지","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"지방세법","공소보류","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"직업안정법","합계","소녀범죄자 처분결과","명","-","2","-","-","-","4","3","4","","","","","","",
"직업안정법","기소","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"직업안정법","구공판_구속","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"직업안정법","구공판_불구속","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"직업안정법","구약식","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"직업안정법","소년보호송치","소녀범죄자 처분결과","명","-","-","-","-","-","3","-","2","","","","","","",
"직업안정법","가정보호송치","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"직업안정법","성매매보호송치","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"직업안정법","불기소","소녀범죄자 처분결과","명","-","2","-","-","-","1","3","2","","","","","","",
"직업안정법","기소유예","소녀범죄자 처분결과","명","-","-","-","-","-","1","3","2","","","","","","",
"직업안정법","혐의없음","소녀범죄자 처분결과","명","-","2","-","-","-","-","-","-","","","","","","",
"직업안정법","죄가안됨","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"직업안정법","공소권없음","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"직업안정법","기소중지","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"직업안정법","참고인중지","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"직업안정법","공소보류","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"집회 및 시위에 관한법률","합계","소녀범죄자 처분결과","명","5","7","25","8","2","-","-","3","","","","","","",
"집회 및 시위에 관한법률","기소","소녀범죄자 처분결과","명","1","6","16","2","-","-","-","-","","","","","","",
"집회 및 시위에 관한법률","구공판_구속","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"집회 및 시위에 관한법률","구공판_불구속","소녀범죄자 처분결과","명","1","-","-","1","-","-","-","-","","","","","","",
"집회 및 시위에 관한법률","구약식","소녀범죄자 처분결과","명","-","6","16","1","-","-","-","-","","","","","","",
"집회 및 시위에 관한법률","소년보호송치","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"집회 및 시위에 관한법률","가정보호송치","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"집회 및 시위에 관한법률","성매매보호송치","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"집회 및 시위에 관한법률","불기소","소녀범죄자 처분결과","명","4","1","9","5","2","-","-","3","","","","","","",
"집회 및 시위에 관한법률","기소유예","소녀범죄자 처분결과","명","4","-","8","3","2","-","-","3","","","","","","",
"집회 및 시위에 관한법률","혐의없음","소녀범죄자 처분결과","명","-","1","1","2","-","-","-","-","","","","","","",
"집회 및 시위에 관한법률","죄가안됨","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"집회 및 시위에 관한법률","공소권없음","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"집회 및 시위에 관한법률","기소중지","소녀범죄자 처분결과","명","-","-","-","1","-","-","-","-","","","","","","",
"집회 및 시위에 관한법률","참고인중지","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"집회 및 시위에 관한법률","공소보류","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"청소년보호법","합계","소녀범죄자 처분결과","명","55","92","115","80","133","280","427","426","412","275","324","414","360","300",
"청소년보호법","기소","소녀범죄자 처분결과","명","11","12","9","1","8","5","3","4","9","1","6","6","4","3",
"청소년보호법","구공판_구속","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","1","","-","-",
"청소년보호법","구공판_불구속","소녀범죄자 처분결과","명","-","-","1","-","-","1","1","1","-","-","-","","-","-",
"청소년보호법","구약식","소녀범죄자 처분결과","명","11","12","8","1","8","4","2","3","9","1","5","6","4","3",
"청소년보호법","소년보호송치","소녀범죄자 처분결과","명","-","1","2","-","1","56","54","35","59","32","37","63","60","67",
"청소년보호법","가정보호송치","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"청소년보호법","성매매보호송치","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"청소년보호법","아동보호송치","소녀범죄자 처분결과","명","","","","","","","","","","","-","","-","-",
"청소년보호법","불기소","소녀범죄자 처분결과","명","44","79","104","78","124","217","361","385","336","238","276","343","296","229",
"청소년보호법","기소유예","소녀범죄자 처분결과","명","39","68","88","66","98","201","339","345","295","214","244","314","263","199",
"청소년보호법","혐의없음","소녀범죄자 처분결과","명","5","11","16","11","26","14","21","39","39","23","28","26","27","25",
"청소년보호법","죄가안됨","소녀범죄자 처분결과","명","-","-","-","1","-","-","-","-","-","-","-","","-","-",
"청소년보호법","공소권없음","소녀범죄자 처분결과","명","-","-","-","-","-","2","1","1","2","1","4","3","6","5",
"청소년보호법","기소중지","소녀범죄자 처분결과","명","-","-","-","1","-","2","9","2","8","3","5","2","-","1",
"청소년보호법","참고인중지","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","1","-","","-","-",
"청소년보호법","공소보류","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"청소년의성보호에 관한법률","합계","소녀범죄자 처분결과","명","12","13","57","66","23","13","","","","","","","","",
"청소년의성보호에 관한법률","기소","소녀범죄자 처분결과","명","2","1","12","17","3","-","","","","","","","","",
"청소년의성보호에 관한법률","구공판_구속","소녀범죄자 처분결과","명","1","1","8","11","-","-","","","","","","","","",
"청소년의성보호에 관한법률","구공판_불구속","소녀범죄자 처분결과","명","1","-","2","4","3","-","","","","","","","","",
"청소년의성보호에 관한법률","구약식","소녀범죄자 처분결과","명","-","-","2","2","-","-","","","","","","","","",
"청소년의성보호에 관한법률","소년보호송치","소녀범죄자 처분결과","명","8","10","26","42","16","4","","","","","","","","",
"청소년의성보호에 관한법률","가정보호송치","소녀범죄자 처분결과","명","-","-","-","-","-","-","","","","","","","","",
"청소년의성보호에 관한법률","성매매보호송치","소녀범죄자 처분결과","명","-","-","-","2","-","-","","","","","","","","",
"청소년의성보호에 관한법률","불기소","소녀범죄자 처분결과","명","1","2","13","3","3","8","","","","","","","","",
"청소년의성보호에 관한법률","기소유예","소녀범죄자 처분결과","명","-","-","8","2","1","7","","","","","","","","",
"청소년의성보호에 관한법률","혐의없음","소녀범죄자 처분결과","명","-","2","5","1","2","1","","","","","","","","",
"청소년의성보호에 관한법률","죄가안됨","소녀범죄자 처분결과","명","-","-","-","-","-","-","","","","","","","","",
"청소년의성보호에 관한법률","공소권없음","소녀범죄자 처분결과","명","1","-","-","-","-","-","","","","","","","","",
"청소년의성보호에 관한법률","기소중지","소녀범죄자 처분결과","명","1","-","5","2","-","1","","","","","","","","",
"청소년의성보호에 관한법률","참고인중지","소녀범죄자 처분결과","명","-","-","1","-","1","-","","","","","","","","",
"청소년의성보호에 관한법률","공소보류","소녀범죄자 처분결과","명","-","-","-","-","-","-","","","","","","","","",
"총포·도검·화약류등의안전관리에관한법률","합계","소녀범죄자 처분결과","명","-","1","1","1","1","-","-","1","","","","","","",
"총포·도검·화약류등의안전관리에관한법률","기소","소녀범죄자 처분결과","명","-","-","1","-","-","-","-","-","","","","","","",
"총포·도검·화약류등의안전관리에관한법률","구공판_구속","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"총포·도검·화약류등의안전관리에관한법률","구공판_불구속","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"총포·도검·화약류등의안전관리에관한법률","구약식","소녀범죄자 처분결과","명","-","-","1","-","-","-","-","-","","","","","","",
"총포·도검·화약류등의안전관리에관한법률","소년보호송치","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"총포·도검·화약류등의안전관리에관한법률","가정보호송치","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"총포·도검·화약류등의안전관리에관한법률","성매매보호송치","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"총포·도검·화약류등의안전관리에관한법률","불기소","소녀범죄자 처분결과","명","-","1","-","-","1","-","-","1","","","","","","",
"총포·도검·화약류등의안전관리에관한법률","기소유예","소녀범죄자 처분결과","명","-","1","-","-","1","-","-","-","","","","","","",
"총포·도검·화약류등의안전관리에관한법률","혐의없음","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","1","","","","","","",
"총포·도검·화약류등의안전관리에관한법률","죄가안됨","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"총포·도검·화약류등의안전관리에관한법률","공소권없음","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"총포·도검·화약류등의안전관리에관한법률","기소중지","소녀범죄자 처분결과","명","-","-","-","1","-","-","-","-","","","","","","",
"총포·도검·화약류등의안전관리에관한법률","참고인중지","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"총포·도검·화약류등의안전관리에관한법률","공소보류","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"축산물가공처리법","합계","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"축산물가공처리법","기소","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"축산물가공처리법","구공판_구속","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"축산물가공처리법","구공판_불구속","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"축산물가공처리법","구약식","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"축산물가공처리법","소년보호송치","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"축산물가공처리법","가정보호송치","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"축산물가공처리법","성매매보호송치","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"축산물가공처리법","불기소","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"축산물가공처리법","기소유예","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"축산물가공처리법","혐의없음","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"축산물가공처리법","죄가안됨","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"축산물가공처리법","공소권없음","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"축산물가공처리법","기소중지","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"축산물가공처리법","참고인중지","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"축산물가공처리법","공소보류","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"축산물위생관리법","합계","소녀범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"축산물위생관리법","기소","소녀범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"축산물위생관리법","구공판_구속","소녀범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"축산물위생관리법","구공판_불구속","소녀범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"축산물위생관리법","구약식","소녀범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"축산물위생관리법","소년보호송치","소녀범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"축산물위생관리법","가정보호송치","소녀범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"축산물위생관리법","성매매보호송치","소녀범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"축산물위생관리법","아동보호송치","소녀범죄자 처분결과","명","","","","","","","","","","","-","","-","-",
"축산물위생관리법","불기소","소녀범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"축산물위생관리법","기소유예","소녀범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"축산물위생관리법","혐의없음","소녀범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"축산물위생관리법","죄가안됨","소녀범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"축산물위생관리법","공소권없음","소녀범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"축산물위생관리법","기소중지","소녀범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"축산물위생관리법","참고인중지","소녀범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"축산물위생관리법","공소보류","소녀범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"출입국관리법","합계","소녀범죄자 처분결과","명","","","","","","","","","2","1","2","4","4","7",
"출입국관리법","기소","소녀범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"출입국관리법","구공판_구속","소녀범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"출입국관리법","구공판_불구속","소녀범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"출입국관리법","구약식","소녀범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"출입국관리법","소년보호송치","소녀범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"출입국관리법","가정보호송치","소녀범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"출입국관리법","성매매보호송치","소녀범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"출입국관리법","아동보호송치","소녀범죄자 처분결과","명","","","","","","","","","","","-","","-","-",
"출입국관리법","불기소","소녀범죄자 처분결과","명","","","","","","","","","2","1","1","4","4","7",
"출입국관리법","기소유예","소녀범죄자 처분결과","명","","","","","","","","","1","-","1","4","4","-",
"출입국관리법","혐의없음","소녀범죄자 처분결과","명","","","","","","","","","-","1","-","","-","2",
"출입국관리법","죄가안됨","소녀범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"출입국관리법","공소권없음","소녀범죄자 처분결과","명","","","","","","","","","1","-","-","","-","5",
"출입국관리법","기소중지","소녀범죄자 처분결과","명","","","","","","","","","-","-","1","","-","-",
"출입국관리법","참고인중지","소녀범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"출입국관리법","공소보류","소녀범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"컴퓨터프로그램보호법","합계","소녀범죄자 처분결과","명","62","56","25","26","-","-","-","-","","","","","","",
"컴퓨터프로그램보호법","기소","소녀범죄자 처분결과","명","1","1","1","-","-","-","-","-","","","","","","",
"컴퓨터프로그램보호법","구공판_구속","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"컴퓨터프로그램보호법","구공판_불구속","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"컴퓨터프로그램보호법","구약식","소녀범죄자 처분결과","명","1","1","1","-","-","-","-","-","","","","","","",
"컴퓨터프로그램보호법","소년보호송치","소녀범죄자 처분결과","명","-","1","-","-","-","-","-","-","","","","","","",
"컴퓨터프로그램보호법","가정보호송치","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"컴퓨터프로그램보호법","성매매보호송치","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"컴퓨터프로그램보호법","불기소","소녀범죄자 처분결과","명","60","54","24","26","-","-","-","-","","","","","","",
"컴퓨터프로그램보호법","기소유예","소녀범죄자 처분결과","명","3","17","9","7","-","-","-","-","","","","","","",
"컴퓨터프로그램보호법","혐의없음","소녀범죄자 처분결과","명","2","-","1","-","-","-","-","-","","","","","","",
"컴퓨터프로그램보호법","죄가안됨","소녀범죄자 처분결과","명","18","2","-","8","-","-","-","-","","","","","","",
"컴퓨터프로그램보호법","공소권없음","소녀범죄자 처분결과","명","37","35","14","11","-","-","-","-","","","","","","",
"컴퓨터프로그램보호법","기소중지","소녀범죄자 처분결과","명","1","-","-","-","-","-","-","-","","","","","","",
"컴퓨터프로그램보호법","참고인중지","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"컴퓨터프로그램보호법","공소보류","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"통신비밀보호법","합계","소녀범죄자 처분결과","명","","","","","","","","","-","-","1","","1","-",
"통신비밀보호법","기소","소녀범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"통신비밀보호법","구공판_구속","소녀범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"통신비밀보호법","구공판_불구속","소녀범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"통신비밀보호법","구약식","소녀범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"통신비밀보호법","소년보호송치","소녀범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"통신비밀보호법","가정보호송치","소녀범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"통신비밀보호법","성매매보호송치","소녀범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"통신비밀보호법","아동보호송치","소녀범죄자 처분결과","명","","","","","","","","","","","-","","-","-",
"통신비밀보호법","불기소","소녀범죄자 처분결과","명","","","","","","","","","-","-","1","","1","-",
"통신비밀보호법","기소유예","소녀범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"통신비밀보호법","혐의없음","소녀범죄자 처분결과","명","","","","","","","","","-","-","1","","1","-",
"통신비밀보호법","죄가안됨","소녀범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"통신비밀보호법","공소권없음","소녀범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"통신비밀보호법","기소중지","소녀범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"통신비밀보호법","참고인중지","소녀범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"통신비밀보호법","공소보류","소녀범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"특가법(도주차량)","합계","소녀범죄자 처분결과","명","15","11","22","13","15","9","8","5","7","6","6","9","3","1",
"특가법(도주차량)","기소","소녀범죄자 처분결과","명","7","1","6","4","4","-","2","-","2","-","-","3","1","1",
"특가법(도주차량)","구공판_구속","소녀범죄자 처분결과","명","1","1","-","1","-","-","-","-","-","-","-","","-","-",
"특가법(도주차량)","구공판_불구속","소녀범죄자 처분결과","명","3","-","3","3","1","-","-","-","1","-","-","","-","-",
"특가법(도주차량)","구약식","소녀범죄자 처분결과","명","3","-","3","-","3","-","2","-","1","-","-","3","1","1",
"특가법(도주차량)","소년보호송치","소녀범죄자 처분결과","명","1","4","6","4","4","6","5","2","-","4","2","1","1","-",
"특가법(도주차량)","가정보호송치","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"특가법(도주차량)","성매매보호송치","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"특가법(도주차량)","아동보호송치","소녀범죄자 처분결과","명","","","","","","","","","","","-","","-","-",
"특가법(도주차량)","불기소","소녀범죄자 처분결과","명","5","5","8","4","7","3","1","2","5","2","4","5","1","-",
"특가법(도주차량)","기소유예","소녀범죄자 처분결과","명","3","5","5","4","6","2","1","2","5","1","2","4","-","-",
"특가법(도주차량)","혐의없음","소녀범죄자 처분결과","명","2","-","3","-","1","-","-","-","-","1","2","1","1","-",
"특가법(도주차량)","죄가안됨","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"특가법(도주차량)","공소권없음","소녀범죄자 처분결과","명","-","-","-","-","-","1","-","-","-","-","-","","-","-",
"특가법(도주차량)","기소중지","소녀범죄자 처분결과","명","2","1","2","1","-","-","-","1","-","-","-","","-","-",
"특가법(도주차량)","참고인중지","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"특가법(도주차량)","공소보류","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"폐기물관리법","합계","소녀범죄자 처분결과","명","-","-","1","-","-","-","1","1","-","-","-","","-","-",
"폐기물관리법","기소","소녀범죄자 처분결과","명","-","-","1","-","-","-","1","1","-","-","-","","-","-",
"폐기물관리법","구공판_구속","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"폐기물관리법","구공판_불구속","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"폐기물관리법","구약식","소녀범죄자 처분결과","명","-","-","1","-","-","-","1","1","-","-","-","","-","-",
"폐기물관리법","소년보호송치","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"폐기물관리법","가정보호송치","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"폐기물관리법","성매매보호송치","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"폐기물관리법","아동보호송치","소녀범죄자 처분결과","명","","","","","","","","","","","-","","-","-",
"폐기물관리법","불기소","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"폐기물관리법","기소유예","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"폐기물관리법","혐의없음","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"폐기물관리법","죄가안됨","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"폐기물관리법","공소권없음","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"폐기물관리법","기소중지","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
